interactionId,sentence,entities,interaction,relationship
BioInfer_d157,"Cotransfections with different combinations of these genes demonstrated that a subset of four of them, coding for the HSV helicase-primase complex (UL5, UL8, UL52) and the major DNA-binding protein (UL29), was already sufficient to mediate the helper effect.","[('T6', 'Individual_protein', 'UL8', (153, 156)), ('T4', 'Individual_protein', 'major DNA-binding protein', (172, 197)), ('T5', 'Individual_protein', 'UL5', (148, 151)), ('T1', 'Protein_complex', 'helicase-primase', (122, 138)), ('T3', 'Individual_protein', 'UL52', (158, 162)), ('T2', 'Individual_protein', 'UL29', (199, 203))]","{'R1': ('T1', 'T3'), 'R2': ('T1', 'T5'), 'R3': ('T1', 'T6'), 'R4': ('T3', 'T5'), 'R5': ('T3', 'T6'), 'R6': ('T5', 'T6')}",1
BioInfer_d291,Immunohistochemical identification and localization of actin and fimbrin in vestibular hair cells in the normal guinea pig and in a strain of the waltzing guinea pig.,"[('T1', 'Gene/protein/RNA', 'actin', (55, 60)), ('T2', 'Gene/protein/RNA', 'fimbrin', (65, 72))]",{},0
BioInfer_d536,"Several proteins, such as calmodulin, calbindin, actin, tubulin, and fimbrin, have previously been described.","[('T4', 'Gene/protein/RNA', 'actin', (49, 54)), ('T5', 'Gene/protein/RNA', 'tubulin', (56, 63)), ('T1', 'Gene/protein/RNA', 'calbindin', (38, 47)), ('T3', 'Gene/protein/RNA', 'calmodulin', (26, 36)), ('T2', 'Gene/protein/RNA', 'fimbrin', (69, 76))]",{},0
BioInfer_d240,"Here we demonstrate that type XIII collagen is concentrated in cultured skin fibroblasts and several other human mesenchymal cell lines in the focal adhesions at the ends of actin stress fibers, co-localizing with the known focal adhesion components talin and vinculin.","[('T4', 'Individual_protein', 'actin', (174, 179)), ('T1', 'Individual_protein', 'type XIII collagen', (25, 43)), ('T3', 'Individual_protein', 'vinculin', (260, 268)), ('T2', 'Individual_protein', 'talin', (250, 255))]","{'R1': ('T1', 'T2'), 'R2': ('T1', 'T3'), 'R3': ('T1', 'T4')}",1
BioInfer_d621,"The Herpes simplex virus type 1 primosome consists of three subunits that are the products of the UL5, UL8, and UL52 genes.","[('T4', 'Gene', 'UL52', (112, 116)), ('T1', 'Gene', 'UL5', (98, 101)), ('T3', 'Gene', 'UL8', (103, 106)), ('T2', 'Individual_protein', 'primosome', (32, 41))]","{'R1': ('T1', 'T2'), 'R2': ('T1', 'T3'), 'R3': ('T1', 'T4'), 'R4': ('T2', 'T3'), 'R5': ('T2', 'T4'), 'R6': ('T3', 'T4')}",1
BioInfer_d186,"Effects of mutations of RAD50, RAD51, RAD52, and related genes on illegitimate recombination in Saccharomyces cerevisiae.","[('T1', 'Gene/protein/RNA', 'RAD50', (24, 29)), ('T3', 'Gene/protein/RNA', 'RAD51', (31, 36)), ('T2', 'Gene/protein/RNA', 'RAD52', (38, 43))]",{},0
BioInfer_d318,"In adherens junctions, the cytoplasmic domain of cadherins bind to beta-catenin, which in turn binds to the actin-associated protein alpha-catenin.","[('T4', 'Individual_protein', 'actin', (108, 113)), ('T1', 'Individual_protein', 'alpha-catenin', (133, 146)), ('T3', 'Protein_family_or_group', 'cadherins', (49, 58)), ('T2', 'Individual_protein', 'beta-catenin', (67, 79))]","{'R1': ('T1', 'T2'), 'R2': ('T1', 'T4'), 'R3': ('T2', 'T3')}",1
BioInfer_d779,"Two cDNAs, isolated from a Xenopus laevis embryonic library, encode proteins of 168 amino acids, both of which are 77% identical to chick cofilin and 66% identical to chick actin-depolymerizing factor (ADF), two structurally and functionally related proteins.","[('T1', 'Individual_protein', 'actin-depolymerizing factor', (173, 200)), ('T3', 'Individual_protein', 'cofilin', (138, 145)), ('T2', 'Individual_protein', 'ADF', (202, 205))]","{'R1': ('T1', 'T3'), 'R2': ('T2', 'T3')}",1
BioInfer_d668,"The procedure allows for the simultaneous quantification of myosin heavy chain, myosin light chain, phosphorylatable myosin light chain and actin from as little as 50 mg of tissue.","[('T4', 'Gene/protein/RNA', 'myosin light chain', (80, 98)), ('T1', 'Gene/protein/RNA', 'phosphorylatable myosin light chain', (100, 135)), ('T3', 'Gene/protein/RNA', 'actin', (140, 145)), ('T2', 'Gene/protein/RNA', 'myosin heavy chain', (60, 78))]",{},0
BioInfer_d209,Finally it was shown that the two isoforms of actin can be separated from each other in the absence of profilin also by chromatography on hydroxyapatite.,"[('T1', 'Gene/protein/RNA', 'actin', (46, 51)), ('T2', 'Gene/protein/RNA', 'profilin', (103, 111))]",{},0
BioInfer_d380,"In this study we aimed to determine which type of expression abnormalities for E-cadherin, beta-catenin and alpha-catenin correlate with clinico-pathological features and survival in gastric cancer.","[('T1', 'Gene/protein/RNA', 'E-cadherin', (79, 89)), ('T3', 'Gene/protein/RNA', 'beta-catenin', (91, 103)), ('T2', 'Gene/protein/RNA', 'alpha-catenin', (108, 121))]",{},0
BioInfer_d427,"MLL is fused in-frame to a different exon of CBP in two patients producing chimeric proteins containing the AT-hooks, methyltransferase homology domain, and transcriptional repression domain of MLL fused to the CREB binding domain or to the bromodomain of CBP.","[('T6', 'Individual_protein', 'methyltransferase', (118, 135)), ('T4', 'Individual_protein', 'CREB', (211, 215)), ('T5', 'Individual_protein', 'MLL', (194, 197)), ('T1', 'Gene', 'MLL', (0, 3)), ('T3', 'Individual_protein', 'CBP', (256, 259)), ('T2', 'Gene', 'CBP', (45, 48))]","{'R1': ('T3', 'T4'), 'R2': ('T5', 'T6')}",1
BioInfer_d730,"The undifferentiated cells (a) were unable to spread on gelatin or laminin and grew as rounded colonies, although they were able to spread on fibronectin (b) showed reduced adhesion to laminin, but not fibronectin (c) expressed much reduced levels of beta1 integrin, although levels of alpha5 and alphaV were wild-type (d) were less polarized with increased membrane protrusions compared with a vinculin (-/-) ES cell mutant (e) were unable to assemble vinculin or paxillin-containing focal adhesions or actin stress fibers on fibronectin, whereas vinculin (-/-) ES cells were able to assemble talin-containing focal adhesions.","[('T1', 'Gene/protein/RNA', 'actin', (504, 509)), ('T3', 'Gene/protein/RNA', 'vinculin', (548, 556)), ('T2', 'Gene/protein/RNA', 'talin', (594, 599)), ('T6', 'Gene/protein/RNA', 'laminin', (67, 74)), ('T7', 'Gene/protein/RNA', 'fibronectin', (202, 213)), ('T4', 'Gene/protein/RNA', 'vinculin', (453, 461)), ('T5', 'Gene/protein/RNA', 'fibronectin', (527, 538)), ('T10', 'Gene/protein/RNA', 'beta1 integrin', (251, 265)), ('T11', 'Gene/protein/RNA', 'paxillin', (465, 473)), ('T12', 'Gene/protein/RNA', 'laminin', (185, 192)), ('T8', 'Gene/protein/RNA', 'gelatin', (56, 63)), ('T13', 'Gene/protein/RNA', 'vinculin', (395, 403)), ('T9', 'Gene/protein/RNA', 'fibronectin', (142, 153))]",{},0
BioInfer_d13,"ActA appears to control at least four functions that collectively lead to actin-based motility: (1) initiation of actin polymerization, (2) polarization of ActA function, (3) transformation of actin polymerization into a motile force and (4) acceleration of movement mediated by the host protein profilin.","[('T6', 'Individual_protein', 'actin', (114, 119)), ('T4', 'Individual_protein', 'actin', (193, 198)), ('T5', 'Individual_protein', 'actin', (74, 79)), ('T1', 'Individual_protein', 'ActA', (0, 4)), ('T3', 'Individual_protein', 'ActA', (156, 160)), ('T2', 'Individual_protein', 'profilin', (296, 304))]","{'R1': ('T1', 'T2'), 'R2': ('T1', 'T3'), 'R3': ('T1', 'T4'), 'R4': ('T1', 'T6'), 'R5': ('T2', 'T5'), 'R6': ('T3', 'T5'), 'R7': ('T4', 'T5'), 'R8': ('T5', 'T6')}",1
BioInfer_d351,"In reconstitution experiments, actin filaments incubated in EGTA with purified fimbrin and villin form smooth-sided bundles containing an apparently random number of filaments.","[('T1', 'Individual_protein', 'fimbrin', (79, 86)), ('T3', 'Individual_protein', 'villin', (91, 97)), ('T2', 'Individual_protein', 'actin', (31, 36))]","{'R1': ('T1', 'T2'), 'R2': ('T2', 'T3')}",1
BioInfer_d614,The gene RVS167 therefore could be implicated in cytoskeletal reorganization in response to environmental stresses and could act in the budding site selection mechanism.,"[('T1', 'Gene/protein/RNA', 'RVS167', (9, 15))]",{},0
BioInfer_d275,"However, smooth muscle contents of actin (26.0 +/- 1.8 vs. 19.1 +/- 2.2 micrograms/mg wet wt) and myosin heavy chain (5.5 +/- 0.4 vs. 2.0 +/- 0.3 microgram/mg wet wt) were greater (P &lt; 0.04) in myometrium from late-pregnant vs. nonpregnant ewes.","[('T1', 'Gene/protein/RNA', 'myosin heavy chain', (98, 116)), ('T2', 'Gene/protein/RNA', 'actin', (35, 40))]",{},0
BioInfer_d503,"Pulse-chase biosynthetic labeling experiments demonstrated that contractile arrest accelerated the loss of isotopic tracer from the total myofibrillar protein fraction, myosin heavy chain (MHC), and actin, but not desmin.","[('T4', 'Gene/protein/RNA', 'desmin', (214, 220)), ('T1', 'Gene/protein/RNA', 'actin', (199, 204)), ('T3', 'Individual_protein', 'myosin heavy chain', (169, 187)), ('T2', 'Individual_protein', 'MHC', (189, 192))]",{},0
BioInfer_d162,Data is presented to suggest that the G1 cyclin D1 and the cyclin-dependent kinase inhibitor p27KIP1 may be involved in subversion of the G1/S traverse by signaling pathways activated by HER-2 function.,"[('T4', 'Protein_family_or_group', 'cyclin-dependent kinase inhibitor', (59, 92)), ('T1', 'Individual_protein', 'cyclin D1', (41, 50)), ('T3', 'Individual_protein', 'HER-2', (187, 192)), ('T2', 'Individual_protein', 'p27KIP1', (93, 100))]","{'R1': ('T1', 'T3'), 'R2': ('T2', 'T3'), 'R3': ('T2', 'T4')}",1
BioInfer_d829,"When a lyophilized Mf and AO mixture was incubated at 40 degrees C and 65% relative humidity, the conjugation of AO was confirmed at myosin heavy chain, actin, and tropomyosin.","[('T1', 'Gene/protein/RNA', 'tropomyosin', (164, 175)), ('T3', 'Gene/protein/RNA', 'myosin heavy chain', (133, 151)), ('T2', 'Gene/protein/RNA', 'actin', (153, 158))]",{},0
BioInfer_d3,"Absence of alpha-syntrophin leads to structurally aberrant neuromuscular synapses deficient in utrophin.
Thus, alpha-syntrophin has an important role in synapse formation and in the organization of utrophin, acetylcholine receptor, and acetylcholinesterase at the neuromuscular synapse.","[('T6', 'Individual_protein', 'alpha-syntrophin', (111, 127)), ('T4', 'Individual_protein', 'acetylcholinesterase', (236, 256)), ('T5', 'Individual_protein', 'utrophin', (198, 206)), ('T1', 'Individual_protein', 'utrophin', (95, 103)), ('T3', 'Individual_protein', 'acetylcholine receptor', (208, 230)), ('T2', 'Individual_protein', 'alpha-syntrophin', (11, 27))]","{'R1': ('T1', 'T2'), 'R2': ('T3', 'T6'), 'R3': ('T4', 'T6'), 'R4': ('T5', 'T6')}",1
BioInfer_d613,"The findings suggest that M1 muscarinic receptors are involved in muscarinic receptor-mediated enhancement of IL-2 production in Jurkat cells and that the transcription factor AP-1 and pathways via mitogen-activated protein kinase (MAPK)/extracellular signal regulated protein kinase and c-Jun N-terminal kinase, but not via p38 MAPK, may be involved in the muscarinic receptor-mediated enhancement of IL-2 production.","[('T1', 'Individual_protein', 'IL-2', (110, 114)), ('T3', 'Protein_family_or_group', 'muscarinic receptors', (29, 49)), ('T2', 'Individual_protein', 'M1', (26, 28)), ('T6', 'Individual_protein', 'muscarinic receptor', (358, 377)), ('T7', 'Individual_protein', 'muscarinic receptor', (66, 85)), ('T4', 'Individual_protein', 'c-Jun N-terminal kinase', (288, 311)), ('T5', 'Individual_protein', 'IL-2', (402, 406)), ('T10', 'Individual_protein', 'MAPK', (232, 236)), ('T11', 'Individual_protein', 'AP-1', (176, 180)), ('T12', 'Individual_protein', 'p38', (325, 328)), ('T8', 'Protein_family_or_group', 'MAPK', (329, 333)), ('T13', 'Individual_protein', 'mitogen-activated protein kinase', (198, 230)), ('T9', 'Individual_protein', 'extracellular signal regulated protein kinase', (238, 283))]","{'R1': ('T1', 'T2'), 'R10': ('T5', 'T1'), 'R11': ('T8', 'T1'), 'R2': ('T1', 'T7'), 'R3': ('T2', 'T3'), 'R4': ('T4', 'T5'), 'R5': ('T5', 'T6'), 'R6': ('T5', 'T9'), 'R7': ('T5', 'T1'), 'R8': ('T5', 'T1'), 'R9': ('T5', 'T1')}",1
BioInfer_d272,"However, once initiated, the synthesis of muscle tropomyosin mRNA continued in the presence of cycloheximide, while the expression of muscle actin, myosin heavy chain, and myogenin mRNA was abolished.
These results suggest that muscle-specific processing of tropomyosin transcripts can continue to occur in the absence of myogenin expression unlike the expression of muscle actin and myosin heavy chain mRNAs.","[('T6', 'Individual_protein', 'myogenin', (322, 330)), ('T7', 'Individual_protein', 'myosin heavy chain', (384, 402)), ('T4', 'Gene/protein/RNA', 'muscle actin', (134, 146)), ('T5', 'Individual_protein', 'muscle actin', (367, 379)), ('T8', 'Individual_protein', 'tropomyosin', (258, 269)), ('T1', 'Gene/protein/RNA', 'muscle', (134, 140)), ('T3', 'Gene/protein/RNA', 'muscle', (134, 140)), ('T2', 'Gene/protein/RNA', 'muscle tropomyosin', (42, 60))]","{'R1': ('T6', 'T8')}",1
BioInfer_d504,Purification of a cortical complex containing two unconventional actins from Acanthamoeba by affinity chromatography on profilin-agarose.,"[('T1', 'Gene/protein/RNA', 'profilin', (120, 128)), ('T2', 'Gene/protein/RNA', 'actins', (65, 71))]",{},0
BioInfer_d165,"Deletion and overexpression studies demonstrate that SIR2, but not SIR1, SIR3 or SIR4, is required for this rDNA position effect.","[('T4', 'Gene/protein/RNA', 'SIR4', (81, 85)), ('T1', 'Gene/protein/RNA', 'SIR2', (53, 57)), ('T3', 'Gene/protein/RNA', 'SIR1', (67, 71)), ('T2', 'Gene/protein/RNA', 'SIR3', (73, 77))]",{},0
BioInfer_d4,"Abundance of actin, talin, alpha 5 and beta 1 integrins, pp125 focal adhesion kinase, and alpha-catenin is not affected by the differential calreticulin expression.","[('T6', 'Individual_protein', 'beta 1 integrins', (39, 55)), ('T7', 'Individual_protein', 'talin', (20, 25)), ('T4', 'Individual_protein', 'alpha 5', (27, 34)), ('T5', 'Individual_protein', 'pp125', (57, 62)), ('T8', 'Individual_protein', 'focal adhesion kinase', (63, 84)), ('T1', 'Individual_protein', 'alpha-catenin', (90, 103)), ('T3', 'Individual_protein', 'actin', (13, 18)), ('T2', 'Individual_protein', 'calreticulin', (140, 152))]","{'R1': ('T1', 'T2'), 'R2': ('T2', 'T3'), 'R3': ('T2', 'T4'), 'R4': ('T2', 'T5'), 'R5': ('T2', 'T6'), 'R6': ('T2', 'T7'), 'R7': ('T5', 'T8')}",1
BioInfer_d68,"ORC1, ORC4 and Cdc6 were stable (T1/2 &gt;2 h) and associated with a chromatin-containing fraction throughout the cell cycle.
Green fluorescent protein-tagged ORC1 associated with chromatin throughout mitosis in living cells and co-localized with ORC4 in metaphase spreads.","[('T6', 'Individual_protein', 'ORC1', (156, 160)), ('T4', 'Individual_protein', 'Green fluorescent protein', (123, 148)), ('T5', 'Individual_protein', 'ORC4', (244, 248)), ('T1', 'Individual_protein', 'ORC4', (6, 10)), ('T3', 'Individual_protein', 'Cdc6', (15, 19)), ('T2', 'Individual_protein', 'ORC1', (0, 4))]","{'R1': ('T1', 'T2'), 'R2': ('T1', 'T3'), 'R3': ('T2', 'T3'), 'R4': ('T4', 'T6'), 'R5': ('T5', 'T6')}",1
BioInfer_d578,"The assay detects the high-affinity binding of actin to actin-binding proteins (ABPs), cofilin or DNase I.","[('T4', 'Individual_protein', 'actin-binding proteins', (56, 78)), ('T5', 'Individual_protein', 'DNase I', (98, 105)), ('T1', 'Individual_protein', 'actin', (47, 52)), ('T3', 'Individual_protein', 'cofilin', (87, 94)), ('T2', 'Individual_protein', 'ABPs', (80, 84))]","{'R1': ('T1', 'T2'), 'R2': ('T1', 'T3'), 'R3': ('T1', 'T4'), 'R4': ('T1', 'T5')}",1
BioInfer_d119,"By site-directed mutagenesis of profilin II from Dictyostelium discoideum the point mutations K114E and W3N were generated by PCR thus changing actin and poly-(L)-proline-binding activity respectively.
The K114E profilin exhibited a profound decrease in its ability to interact with actin, whereas binding to poly-(L)-proline was essentially unchanged.","[('T4', 'Individual_protein', 'actin', (283, 288)), ('T1', 'Individual_protein', 'profilin II', (32, 43)), ('T3', 'Individual_protein', 'K114E profilin', (206, 220)), ('T2', 'Individual_protein', 'actin', (144, 149))]","{'R1': ('T1', 'T2'), 'R2': ('T3', 'T4')}",1
BioInfer_d420,"METHODS: Ileal and colonic biopsy specimens from 19 SpA patients with subclinical inflammatory gut lesions and from seven controls were stained with monoclonal antibodies against E-cadherin, beta-catenin and plakoglobin and a polyclonal antibody against alpha-catenin.","[('T4', 'Gene/protein/RNA', 'plakoglobin', (208, 219)), ('T1', 'Gene/protein/RNA', 'beta-catenin', (191, 203)), ('T3', 'Gene/protein/RNA', 'E-cadherin', (179, 189)), ('T2', 'Gene/protein/RNA', 'alpha-catenin', (254, 267))]",{},0
BioInfer_d387,"In vitro studies indicated that suramin completely blocked PDGF receptor activation or phosphorylation stimulated by PDGF-AB, inhibited activation of mitogen-activated protein kinase (ERK) kinases (MEK1/2) and ERK1/2, and abrogated transcription factor AP-1 DNA-binding activity.","[('T6', 'Individual_protein', 'MEK1', (198, 202)), ('T7', 'Individual_protein', 'PDGF-AB', (117, 124)), ('T4', 'Gene/protein/RNA', 'ERK', (184, 187)), ('T5', 'Gene/protein/RNA', 'ERK', (210, 213)), ('T8', 'Gene/protein/RNA', 'ERK1', (210, 214)), ('T9', 'Protein_family_or_group', 'mitogen-activated protein kinase', (150, 182)), ('T1', 'Individual_protein', 'PDGF receptor', (59, 72)), ('T3', 'Gene/protein/RNA', 'AP-1', (253, 257)), ('T2', 'Individual_protein', 'MEK', (198, 201))]","{'R1': ('T1', 'T7'), 'R2': ('T2', 'T9'), 'R3': ('T6', 'T9')}",1
BioInfer_d737,"This arrest can be suppressed by mutations in RAD51, RAD52, and RAD57, suggesting that the cell cycle defect in sgs1 srs2 mutants results from inappropriate homologous recombination.","[('T4', 'Gene/protein/RNA', 'RAD57', (64, 69)), ('T5', 'Gene/protein/RNA', 'RAD51', (46, 51)), ('T1', 'Gene/protein/RNA', 'sgs1', (112, 116)), ('T3', 'Gene/protein/RNA', 'RAD52', (53, 58)), ('T2', 'Gene/protein/RNA', 'srs2', (117, 121))]",{},0
BioInfer_d356,Integrating the actin and vimentin cytoskeletons.,"[('T1', 'Individual_protein', 'vimentin', (26, 34)), ('T2', 'Individual_protein', 'actin', (16, 21))]","{'R1': ('T1', 'T2')}",1
BioInfer_d14,"Actin-binding proteins such as profilin and gelsolin bind to phosphatidylinositol (PI) 4,5-bisphosphate (PI 4,5-P2) and regulate the concentration of monomeric actin.
These studies suggest that profilin and gelsolin may control the generation of 3-OH phosphorylated phosphoinositides, which in turn may regulate the actin polymerization.
This effect is specific to profilin and gelsolin because other cytoskeletal proteins such as tau or actin do not affect PI 3-kinase activity.","[('T6', 'Gene/protein/RNA', 'actin', (316, 321)), ('T7', 'Gene/protein/RNA', 'gelsolin', (207, 215)), ('T4', 'Individual_protein', 'profilin', (31, 39)), ('T10', 'Individual_protein', 'tau', (431, 434)), ('T5', 'Gene/protein/RNA', 'profilin', (194, 202)), ('T11', 'Individual_protein', 'actin', (438, 443)), ('T12', 'Gene/protein/RNA', 'gelsolin', (378, 386)), ('T8', 'Gene/protein/RNA', 'profilin', (365, 373)), ('T9', 'Individual_protein', 'PI 3-kinase', (458, 469)), ('T1', 'Individual_protein', 'gelsolin', (44, 52)), ('T3', 'Protein_family_or_group', 'Actin-binding proteins', (0, 22)), ('T2', 'Individual_protein', 'actin', (160, 165))]","{'R1': ('T1', 'T3'), 'R2': ('T2', 'T3'), 'R3': ('T3', 'T4'), 'R4': ('T9', 'T1'), 'R5': ('T9', 'T1')}",1
